Koncert_ID,Koncert,Beskrivelse,Genre1,Genre2,Spillested,Dato,Tid,Doerene_aabner,Varighed,Antal,Pris,Billetgebyr,Pris_i_doer,Sal,Pladser,Billede
11,Ida Corr,"For første gang siden 2019 inviterer Ida Corr til et bragende energiboost, når hun primo 2021 tager på Danmarksturné med extravaganza og fuldt band. En tour, der selvfølgelig bringer hende til Musikkens Hus i Aalborg.
Med giganthittet ‘Let Me Think About It’ fik Ida Corr for alvor rygvind på den internationale løbebane sammen med stjerneproduceren Fedde Le Grand. Siden hen har den aarhusianske sangerinde udgivet hele seks studiealbum, og i 2016 cementerede hun for alvor sit navn i danskernes bevidsthed med sin medvirken i ’Toppen af Poppen’, hvor hun blandt andet præsenterede en uforglemmelig fortolkning af Gnags’ ‘Når Jeg Bliver Gammel’.

Det syder altid af passion, integritet og et bundsolidt talent, når Ida Corr gør det, hun er allerbedst til: at samle folk om mindeværdige og musikalske oplevelser af højeste kvalitet – både gennem radioen, streaming, og ikke mindst når hun optræder live.

I 2019 viste Ida Corr nye sider af sig selv, da hun turnerede med den akustiske version af sit repertoire. Nu er den karismatiske sangerinde snart retur på de danske landeveje, blot med et større og eksplosivt setup – på udflugt med fuldt band og klar til at indtage landet med en fest fra øverste skuffe. Ida Corr formår at forny sig igen og igen, og i dag er hun en kunstner, som taler til alle generationer med extravaganza, varme og ikke mindst en skudsikker og farverig fest.",Pop,Dance,Musikkenshus,13/02/2021,20.00,–,"1,15",–,325,ja,–,Intimsalen,Ståpladser,idac.jpg
12,Nice Hair & Oilly Wallace,"Denne aften byder på en eksklusiv mulighed for at opleve to koncerter til én pris og på én aften: Trioen Nice Chair og altsaxofonist Oilly Wallace med sin kvartet.
NICE CHAIR
Et tæt musikalsk venskab er udgangspunktet for de tre musikere og deres nye trio ’Nice Chair’. Alle er de efterspurgte instrumentalister og improvisatorer og dehar over årene samarbejdet på turneer og indspilninger med en lang række
ensembler og bidraget til at forme lyden af dansk og europæisk jazz.

Deres anmelderroste album ’The Game’ er på gaden og trioen inviterer i den forbindelse publikum med på en swingende og nysgerrig musikalsk udflugt.

OILLY WALLACE
”… vi skal alle holde øje med ham for altid.” - Thomas Blachman.

24-årige Oilly Wallace er en dansk altsaxofonist, der trods sin unge alder allerede har opnået stor anerkendelse og modtaget priser for sit eminente niveau. Gennem sin beskæftigelse som saxofonist i Tivoli-Garden siden en alder af 13 år, udviklede Oilly tidligt smag for jazzmusikken.

Med en respekt for håndværket og  inspiration fra navne som Charlie Parker, John Coltrane og Cannonball Adderley lever Oilly Wallace af musikken med det formål at puste nyt liv i forgangne jazzlegenders fodspor.

I 2015 udgav Oilly Wallace sin debutplade i eget navn: ’Oilly Wallace Fiol Sessions’. Albummet blev nomineret til en DM A for årets nye jazznavn og fik 5 stjerner i Berlingske Tidende. Året efter udgav han sammen med guitaristen Johannes Wamberg duopladen ’Easy Living’ - endnu en gang til en 5-stjernet anmeldelse i Berlingske Tidende. Oilly Wallace har modtaget ’Bent Jædigs Mindelegat’ og ’Pianoforeningens talentpris’.",Jazz,,Musikkenshus,17/02/2021,20.00,–,"1,15",–,225,ja,–,Intimsalen,num. Siddepladser,nice.jpg
13,Silas Bjerregaard,"Det bliver med fokus på nærværet og fortællingen, når én af Danmarks største stemmer og bedste fortolkere gæster Musikkens Hus i februar. Glæd dig til at opleve Silas Bjerregaard med sin trio i Intimsalen.
Den tidligere forsanger i Turboweekend udsendte i februar 2020 sin første EP i eget navn, ’Skygger For Solen’. En debut, som med Silas Bjerregaards danske vokal og afdæmpede inderlighed høstede store roser.

Siden har han imponeret i TV-programmet ’Sommertogtet’ med sin smukke sang ‘Du Må Ikke Gå’ (oversat fra Jacques Brels uforglemmelige ballade ’Ne Me Quitte Pas’). Denne vil du selvfølgelig kunne opleve live i februar.

Foruden sine egne numre på dansk, inklusiv helt nyt materiale, medbringer Silas også sine mest populære fortolkninger fra 'Toppen af Poppen' og ikke mindst nogle af de bedste sange fra Turboweekends arkiv.

Bemærk venligst: Vi afholder koncerten med unummererede siddepladser, således vi kan tilpasse afstanden mellem stolene til myndighedernes aktuelle retningslinjer i februar. På den måde sikrer vi en god og tryg koncertoplevelse for alle.

OM SILAS BJERREGAARD
Han er kendt som forsanger i det succesfulde og populære band Turboweekend, der siden 2006 har udgivet fire anmelderroste album og spillet utallige koncerter, både i og uden for Danmark. Bandet har gennem årene oparbejdet et velfortjent ry som ét af landets bedste livenavne, hvilket resulterede i en Danish Music Award som årets danske livenavn i 2011.

I 2019 stod Silas endelig på egne ben og drog på en soloturné, som også bragte ham forbi Koncertsalen i Musikkens Hus til en bevægende koncert med samme høje kvalitet, som kendetegnede Turboweekend.

Vi glæder os til endnu en bevægende aften, når Silas nu indtager Intimsalen med denne eksklusive koncert – i selskab med sin trio.",Pop,,Musikkenshus,20/02/2021,20.00,–,"1,15",–,265,ja,–,Intimsalen,unum. Siddepladser,sila.png
14,Vocal Line,"Et af verdens allerbedste a-cappella kor er fra Aarhus. I foråret 2021 drager Vocal Line på en omfattende musikhusturné, som bringer dem til Musikkens Hus i Aalborg.
I 30 år har koret, med korleder Jens Johansen i front og med unikke og nyskabende fortolkninger af musik fra verdensstjerner som Bjørk, Sting og Peter Gabriel, konstant hævet barren for kvaliteten af sit musikalske udtryk og gang på gang oversteget publikums forventninger.  

Det gør de med et uhørt højt musikalsk niveau og unik kormusik, som har givet dem et enestående ry som frontløbere for en ny rytmisk kor-tradition, der har vundet genklang langt uden for landets grænser. Det som Vocal Line vil præsentere for hele Danmark i foråret 2021, er kulminationen på årtiers arbejde; en omfattende musikhusturné som har fået titlen ”Both Sides Now”.

EN HYLDEST TIL LIVET
Koncertrækken i foråret 2021 er en spektakulær hyldest til livet og til det at være menneske. 

Gennem et udpluk af de bedste sange, som Vocal Line har haft på repertoiret i løbet af de 30 år, suppleret af korets nuværende og højaktuelle numre, belyses den kompleksitet og enkelhed som udgør livets grundsten, gennem musikkens sprog:

""Well something’s lost, but something’s gained in living everyday - I've looked at life from both sides now."" - Joni Mitchell

Som publikum vil man ikke bare opleve Vocal Line i topform, men også en gentænkning af korkoncerten, hvor formationer, overgange, lys og visuals smelter sammen i et særligt stemningsforstærkende udtryk. Alt dette sker i samarbejde med koncertdesigner Astrid Vang-Pedersen og lysdesigner Mia Stærk, der i kombination med korets autentiske udstråling på en scene, sikrer publikum en oplevelse udover det sædvanlige.",Alternativ,A cappella,Musikkenshus,20/02/2021,20.00,,"1,15",–,285,ja,–,Koncertsalen,num. Siddepladser,voca.jpg
15,Dizzy Mizz Lizzy,"Nedlukningen af landet har fået Dizzy Mizz Lizzy til at tænke kreativt. Musikkens Hus og trioen inviterer derfor på sid-ned rockkoncert i unikke rammer. Kom ind og få en helt særlig rockoplevelse i Nordjyllands smukkeste koncertsal, når et af Danmarks bedste bands opfører deres nyeste album ’Alter Echo’ i sin helhed.
OM KONCERTEN
”Nød lærer nøgen kvinde at spinde” hedder det gamle mundheld, men betydningen er hverken slidt eller bedaget. I dag med corona-begrænsninger skal der tænkes anderledes, og det ved Dizzy Mizz Lizzy bedre end mange, så da det stod klart, at bandets arenaturné i foråret 2020 først blev skubbet til efteråret og siden til foråret 2022, blev der tænkt kreativt, og en plan b lå snart klar.

”Vi udgav vores nye album ’Alter Echo’ i marts under den første nedlukning og havde glædet os meget til at præsentere de nye sange for vores fans, men da det ikke kunne ske som planlagt, og da vi brænder for at komme ud at spille, har vi fundet på noget andet,” fortæller Tim Christensen.  

”Vi prøver at få det bedste ud af situationen, og når nu publikum alligevel skal sidde ned, kan de lytte mere koncentreret. Derfor vil vi præsentere hele ’Alter Echo’ fra start til slut. Den slags har vi aldrig prøvet før, og Martin, Søren og jeg glæder os sindssygt meget,” siger Tim Christensen og tilføjer, at Dizzy Mizz Lizzy naturligvis også vil spille udvalgte højdepunkter fra bandets tidligere plader, hvor ikke mindst debuten fra 1994 har skrevet sig ind i den danske rockhistorie med kæmpehits som ’Waterline’ og ’Silverflame’. 

OM DIZZY MIZZ LIZZY
Dizzy Mizz Lizzy behøver efterhånden ikke megen introduktion, da bandet har dannet lydtæppe til flere generationers ungdom med deres unikke lyd og lyrik. Tim Christensen, Søren Friis og Martin Nielsen dannede det succesfulde rockband tilbage i 1988 og fyldte derfor 90’erne med gedigne rocklassikere.

En opløsning i 1998 og solokarriere for Tim Christensen satte dog ikke en stopper for fænomenet Dizzy Mizz Lizzy. I 2010 offentliggjorde de en succesfuld comeback turné, og få år senere var en permanent genetablering af gruppen en realitet – til mange fans store glæde.",Rock,,Musikkenshus,19/02/2021,20.00,–,"1,15",–,505,ja,–,Koncertsalen,num. Siddepladser,dizz.jpg
16,Hymns From Nineveh,"En stor efterårshymne til kærligheden

Hymns from Nineveh frigiver ny single, varsler nyt album og annoncerer turné.

Efteråret er kommet og Hymns from Nineveh er klar med sin anden dansksprogede single,Kastanjer. Kastanjer kommer samtidig med løftet om et nyt Hymns-album til februar næste år. I forlængelse af albumudgivelsen tager Hymns from Nineveh på Danmarksturné med fuld bandbesætning.

Kastanjer: 25. oktober 2019 / Sindets Asyl: 21. februar 2020 / Turné: april 2020.

I august brød Jonas H. Petersen tre års udgivelsesstilhed omkring Hymns from Nineveh med sangen Stråle – Tåre – Dråbe, og den er blevet taget meget varmt i mod både på streamingtjenester, på radio og i tv.

Jonas H. Petersen har siden debuten etableret sig som en af de stærkeste sangskrivere, vi har herhjemme. Han er bærer af en ældgammel tradition, der gennem poesi og sang giver sprog til vores fælles erfaringer, giver perspektiv og skaber refleksion.

Og så kan han gøre det i en popsang. Det understreger han igen med den nye singleKastanjer, som er en poetisk griben af kærlighedens væsen.

I spændet mellem det hverdagsagtige og det evige søger Kastanjer intet mindre end at give sprog til, hvad kærligheden er for en størrelse. I formen – både den lyriske og den musikalske – undersøger den modsatrettede bevægelser og skaber en balance mellem det lyse, det mørke, det lette, det tunge, det konkrete og det metaforiske.

”Der er et gennemgående håndmotiv i sangen. Min hustrus hænder, der sætter blomster i vaser og mine hænder, der samler kastanjer til hende på hendes fødselsdag. Og så er der de helt store følelsers hænder - tilværelsens ukendte hånd, der kaster os ud i de frieste fald

– og troens hånd, der griber os i faldenes dal. Begge hænder - de bittesmå hverdagsting, og de kæmpestore, strygerbesatte dybder - er billeder på kærlighedens væsen”, udtaler Petersen om sangen.

I Kastanjer opstår der en ligevægt mellem kærlighedens gensidige bevægelser. Kærligheden i de små ting, vi gør for hinanden, i det ansvar, vi bærer for hinanden, i den fælles smerte, vi deler.

”At vi ikke er alene med smerten i verden, at vi skal bære hinandens byrder, er et centralt budskab i Kastanjer. Det er noget, jeg har brug for at høre, men også noget af det, jeg som sangskriver er kommet for at sige.”

Kastanjer er andet udspil fra et kommende dansksproget album fra Hymns from Nineveh, der udkommer i februar 2020 og får titlen Sindets Asyl. Kastanjer udkommer via Okavango Records.

Hymns from Nineveh kan opleves live i fuld bandbesætning til intim forårskoncert på Skråen",Pop,,Skråen,28/01/2021,20.00,19.00,–,–,170,–,170,Skraaen sal,unum. Siddepladser,hymn.jpg
17,Jesper Binzer,"Jesper Binzer står ikke stille. Vi kender ham som den udfarende forsanger i D-A-D!

Og når bandet holder pause, er Jesper allerede i gang med noget nyt; idéerne og holdningerne står i kø, hånd i hånd for at komme ud.

Nu har han færdigindspillet 10 nye numre i Medleystudiet sammen med producer og guitarist Søren Andersen, som han også arbejdede tæt sammen med omkring sit første soloalbum ”Dying Is Easy” der udkom for 3 år siden. Processen har denne gang også været kreativ og forløsende let; katalysatoren har været pandemien der har ryddet kalenderen for begge, så der pludselig var tid og rum til at skabe en række sange, der nu har resulteret i et helt album ”Save Your Soul”, der udkommer 6. November.

Albummet følges op af en rækkekoncerter i november/december !",Rock,,Skråen,30/01/2021,18.30,17.30,–,–,275,–,–,Skraaen sal,unum. Siddepladser,jesp.png
18,Queen Machine,"Vi er rigtig taknemmelige for, at det med Queen Machine's hjælp er muligt for at så mange som muligt kan komme til koncerten.
Vi takker på forhånd for din forståelse for, at det har været nødvendigt at flytte koncerttidspunktet, og glæder os til at se dig  på Skråen; Royal Stage.
QUEEN MACHINE –LIVE 2020

I ti år har Queen Machinemed stor succesbegejstret publikum i ind-og udland med storslåede og medrivende koncertoplevelser. Og i 2020har du mulighed forat opleve det på nærmeste hold! Helt i Queens ånd leverer Queen Machine et show med masser af sjæl og ikke mindst et utal af udødelige hits. We Will Rock You, Bohemian Rhapsody, I Want To Break Free, A Kind Of Magic, Don’t Stop Me Now, Somebody To Love...Listen af hits er lang, og man finder ikke en større Queen-oplevelse i Europa end Queen Machine, der både musikalsk og visuelt leverer varen.Væbnet med masser af spillelyst ogen dedikationtil konstant forbedringspiller Queen Machine udsolgte koncerter over hele landet. Deres kærlighed og respekt for Queens musik skinner igennem, når de gårpå scenenmed den storsyngende Bjarke Baisner i front, somuden sammenligning er Danmarks bedste, ja måske hele Nordeuropasbedste bud på Freddie Mercury.",Rock,,Skråen,05/02/2021,18.30,17.30,–,–,300,–,–,Royal Stage,unum. Siddepladser,quee.jpg
19,Hans Philip,"Tilbage i september spillede Hans Philip sine første soloturné med hele ni udsolgte koncerter i landets fire største byer. Nu kan du glæde dig til stjerneklare nætter i musikkens tegn, når den ambitiøse kunstner til november drager på Danmarksturné.

Hans Philip spiller op til både eftertænksomhed og fest, når han indtager en scene. Hans udtryk er både enkelt og detaljerigt – og måske er det netop her, magien opstår. Med bidende integritet og en solid sans for detaljer, statuerer Hans Philip sig som en artist af dimensioner. Den ambitiøse kunstner er kendt for at levere nærvær af ypperste kaliber, low-key vokaljams og lækre visuals til sine livekoncerter. Som Soundvenue beskrev efterårets liveoplevelse på Hotel Cecil:

’Hans Philip genoplivede livekoncertens negligerede nærvær på Hotel Cecil. Umiddelbarheden er nemlig lige netop det, der gør, at det føles så berigende at komme ind under huden på Hans Philip: Intet føles forceret – alt kommer direkte fra hjertet.’

Der er en direkte connection mellem musikken og kunstneren, når Hans Philip oscillerer mellem slørede og indadvendte dagbogsagtige brudstykker til beatede og fyldige produktioner med catchy opbygning og en udadvendt vibe. Hans Philip formår, som ingen andre fra generationen, at omdanne følelser, tankestrømme og øjebliksbilleder til musikalsk poesi.

Efter gennembruddet med Ukendt Kunstner vendte Hans Philip i 2019 tilbage med soloalbummet ’Forevigt’, som har taget Spotify med storm og siden er gået Guld. På ‘Forevigt´ præsenteres en hudløst ærlig Hans Philip – ud af mørke tider og ind i vuggende ballader og fængslende r’n’b-produktioner. Med sine anmelderroste livekoncerter, samt hele tre nomineringer ved Danish Music Awards i kategorierne Årets Danske Album (‘Forevigt’), Årets Nye Danske Livenavn samt Koda–prisen som Årets Danske Sangskriver.

Glæd dig til at Hans Philip gennem november og december genoplever livekoncertens negligerede nærvær.",R&B,Soul,Skråen,12/02/2021,21.00,20.30,–,–,295,–,–,Skraaen sal,unum. Siddepladser,hans.jpg
20,Jung,"I oktober annoncerede jung deres debutkoncert på Hotel Cecil i København hvor alle billetterne blev revet væk på under et døgn. Kort efter annoncerede de en ny koncert i Lille Vega til foråret, som så senere blev rykket op i den store sal. I løbet april 2020 lægger Jung vejen forbi København, Aarhus, Odense og Skråen i Aalborg.
 

Jung er lyden af dansk 80’er rock blandet med elektroniske elementer og tankevækkende lyrik. De spillede support til Benal's udsolgte koncert på Skråen sidst i November og bandet både imponerede publikum og satte gang i en fest. 

 

Jung er kun lige begyndt, men dømt ud fra det niveau, de har lagt for dagen indtil nu, ser fremtiden rigtig spændende ud for den danske trio.",Rock,Pop,Skråen,12/02/2021,18.30,17.30,,,300,–,–,Royal Stage,unum. Siddepladser,jung.jpg
21,Jung,"I oktober annoncerede jung deres debutkoncert på Hotel Cecil i København hvor alle billetterne blev revet væk på under et døgn. Kort efter annoncerede de en ny koncert i Lille Vega til foråret, som så senere blev rykket op i den store sal. I løbet april 2020 lægger Jung vejen forbi København, Aarhus, Odense og Skråen i Aalborg.
 

Jung er lyden af dansk 80’er rock blandet med elektroniske elementer og tankevækkende lyrik. De spillede support til Benal's udsolgte koncert på Skråen sidst i November og bandet både imponerede publikum og satte gang i en fest. 

 

Jung er kun lige begyndt, men dømt ud fra det niveau, de har lagt for dagen indtil nu, ser fremtiden rigtig spændende ud for den danske trio.",Rock,Pop,Skråen,13/02/2021,21.00,20.30,–,–,300,–,–,Royal Stage,unum. Siddepladser,jung.jpg
22,Johnson,"I 00’erne var Johnson en af dansk hiphops helt store stjerner. I dag spiller musikken stadig en stor rolle i den erfarne rappers liv – og fans kan nu glæde sig til næste år, hvor den jyske bawler ruller ud igen.

29. maj 2006 udgav Johnson sit debutalbum Det Passer. Med albummet tog han turen fra den aarhusianske undergrund til etableret rapper, der hittede med landsdækkende ørehængere som ”Nasty”, ”Kig forbi” og ”Det Passer”. 

Marc Johnson startede karrieren i den lokale ungdomsklub i Aarhus, hvor han begyndte at rappe i
selskab med Liam og Osama – bedre kendt som L.O.C og U$O. Sammen gik de under navnet
B.A.N.G.E.R.S. L.O.C og U$O gæster også begge Det Passer på henholdsvis ”Fra mit Kvarter” og ”De
Drømmer”.

Johnson dominerede de danske hitlister i 00’erne med tracks som ”Natsty”, ”Bawler Hele Dagen”
og ”Teriyaki” – og med sin westcoast-inspirerede rap og fængende formuleringer, blev Johnson én
af de første rappere i Danmark, som fik ægte stjernestatus. Johnson medvirkede sidste år i fjerde sæson af Pelle Peters P3-podcast ”Den Nye Stil”, som kortlægger dansk hiphop-historie.",Hiphop,Rap,Skråen,30/01/2021,20.00,19.00,–,–,215,ja,–,Royal Stage,Ståpladser,john.jpg
23,Hjalmer (support: Soels),"I anledningen af det nye album og i kølvandet på en fuldstændig udsolgt efterårstour, annoncerer Hjalmer nu en landsdækkende albumturné i 2020, der igen bringer Hjalmer til Skråen.

 

En ting er sikkert – Hjalmer ligger ikke på den lade side. I februar spillede han for fulde huse på landets spillesteder, og efterfølgende drog han på en lang sommerturné, som blandt andet bragte ham forbi Roskilde Festival og Smukfest. I efteråret var han på en stor duo-tour hvor han besøgte Skråen i november måned. 

Alt i mens er det lykkedes Hjalmer at finde tid til at færdiggøre sit debutalbum ”Midt I En Drøm Eller Noget Der Ligner"" der udkom 8. november.

 

”Albummet består af sange om stor ensomhed og stor sorg, og følelsen af at sidde alene og ikke vide om man kan overskue at stå op igen næste dag. Sange om stor kærlighed og stor vilje til at leve og blive ved med det. Sange som kommer fra håbet om, at i morgen alligevel bliver bedre.
Nu glæder jeg mig bare til, at de skal ud og leve, og jeg glæder mig til at høre folk skråle med”.

Soels

Soels har netop udgivet sin debutsingle ’Free’ – en punchy, soulet popsang med et dobbelt budskab: Sæt pris på de personer, der er der for dig i tykt og tyndt, men giv også dig selv lov til at være egoistisk. Soels kan snart opleves live, når han tager med som support på Hjalmers kommende turné.

Soels aka. Søren Emil Lunøe Schiødt, skriver sange med inspiration fra sit eget liv. Samtaler og oplevelser med sine venner, familie og kæreste lægger grundlaget for indholdet i sangene, og debutsinglen ’Free’ er ingen undtagelse: 

’Budskabet er, at man skal sætte pris på de personer, der er der for dig i tykt og tyndt. Samtidig med, at det skal være okay at sætte sig selv først til tider,’forklarer Soels.

 

Soels er mere end klar til at tage hul på solokarrieren, og ifølge ham har det længe været sikkert, at det netop er ‘Free’, der skal starte det hele. Han fortæller: 

 

’’Free’ betyder rigtig meget for mig. Det er en af de sange, jeg er allergladest for, og nu kommer den endelig ud. Det er kæmpestort.’

 

Soels tager i efteråret 2020 og vinter 2021 med som support til Hjalmers kommende Danmarksturné. Soels glæder sig utrolig meget til at besøge alle byerne og opvarme for Hjalmers fans:

 

’Jeg glæder mig helt enormt til at komme ud og spille mine sange for folk i hele landet, og jeg er ret oppe at flyve over at få lov til at gøre det foran Hjalmers publikum, og så i en tid som denne. Det bliver magisk!’

 

‘Free’ bliver udgivet d. 25. september, og er første single til en kommende EP, der lander inden længe. EP’en er produceret af Emil Lei og co-produceret af Vasco, som tidligere har arbejdet med navne som MØ, Scarlet Pleasure og Soleima.",Pop,,Skråen,28/01/2021,20.00,19.00,–,–,230,ja,–,Skraaen sal,Ståpladser,hjal.jpg
24,Bryan Adams Tribute,"BRYAN ADAMS TRIBUTE åbner sæsonen 2021 Fredag d. 5. Februar.
Med over 10 år på bagen har de 5 nordjyder slået sig fast som et af de bedste og mest autentiske tribute-bands der findes, ikke kun i Danmark men også i udlandet. 
De sidste 5 år har bandet for alvor fået fat i publikum rundt omkring i Europa bl.a. Tyskland, Holland, Belgien, Schweiz og Østrig.
Traditionen tro skal man være hurtig med at købe billet i god tid, for BRYAN ADAMS TRIBUTE plejer at have udsolgt når de gæster hjemmebanen på Skråen.",Pop,Rock,Skråen,05/02/2021,20.00,19.00,–,–,,ja,–,Skraaen sal,Ståpladser,brya.jpg
25,Soulfunction,"“SOULKONCERT på SKRAAEN. 

I år kan du godt lade danseskoene blive hjemme, men medbring gerne en fod til at trampe rytmen, et par hænder til at klappe, og ikke mindst et par ører til at lytte.

SOULFUNCTION vil så levere god vellagret SOUL med noter af blues, funk, disco og udødelig POP. Med inciterende instrumentsoloer, velsyngende vokalister og  en medrivende rytmisk bund.
Skynd dig at sikre dig en billet, der er begrænset antal på grund af du ved nok.

Håber vi ses“",Soul,,Skråen,06/02/2021,20.00,19.00,–,–,190,ja,–,Skraaen sal,unum. Siddepladser,soul.jpg
26,Scarlet Pleasure,"SCARLET PLEASURE ANNONCERER LANDSDÆKKENDE FORÅRSTOUR

I 2020 Scarlet Pleasure har i løbet af de seneste år cementeret deres navn, som et af de absolut største på den danske livescene. Bandet har flere udsolgte Danmarksturnéer bag sig og har indtaget både Orange Scene, Grøn Koncert og nogle af Danmarks største
arenaer med deres solide hitparade og et altid medrivende liveshow.

I foråret 2020 tager Scarlet Pleasure forbi landets fire største byer med deres imponerende bagkatalog af ørehængende pophits og dansevenlige rytmer Med hits som ’Deja Vu’, ’Limbo’, ’Heat’, ’Windy’ og senest ’Good Together’, ’What A Life’ og ‘24/7’, er den unge trio, bestae̊ nde af Emil Goll, Joachim Dencker og Alexander Malone, et af tidens største og mest progressive popnavne. Deres musik fangede for alvor danskernes opmærksomhed i 2017 – et år der også bød på statuetter ved både DMA, P3 Guld, GAFFA Prisen og Zulu Awards.

Scarlet Pleasure har i år ikke spillet deres egne koncerter, men har kun været af finde på sommerens festivalprogrammer, men i 2020 er det igen tid til komme ud på de danske landeveje. Til april giver bandet fire koncerter i henholdsvis Aalborg, Aarhus, Odense og i den nyrestaurerede Falkoner Salen i København.",Pop,,Skråen,11/02/2021,18.30,17.30,–,–,325,ja,–,Royal Stage,Ståpladser,scar.jpg
27,Scarlet Pleasure,"SCARLET PLEASURE ANNONCERER LANDSDÆKKENDE FORÅRSTOUR

I 2020 Scarlet Pleasure har i løbet af de seneste år cementeret deres navn, som et af de absolut største på den danske livescene. Bandet har flere udsolgte Danmarksturnéer bag sig og har indtaget både Orange Scene, Grøn Koncert og nogle af Danmarks største
arenaer med deres solide hitparade og et altid medrivende liveshow.

I foråret 2020 tager Scarlet Pleasure forbi landets fire største byer med deres imponerende bagkatalog af ørehængende pophits og dansevenlige rytmer Med hits som ’Deja Vu’, ’Limbo’, ’Heat’, ’Windy’ og senest ’Good Together’, ’What A Life’ og ‘24/7’, er den unge trio, bestae̊ nde af Emil Goll, Joachim Dencker og Alexander Malone, et af tidens største og mest progressive popnavne. Deres musik fangede for alvor danskernes opmærksomhed i 2017 – et år der også bød på statuetter ved både DMA, P3 Guld, GAFFA Prisen og Zulu Awards.

Scarlet Pleasure har i år ikke spillet deres egne koncerter, men har kun været af finde på sommerens festivalprogrammer, men i 2020 er det igen tid til komme ud på de danske landeveje. Til april giver bandet fire koncerter i henholdsvis Aalborg, Aarhus, Odense og i den nyrestaurerede Falkoner Salen i København.",Pop,,Skråen,12/02/2021,21.00,20.30,–,–,325,ja,–,Royal Stage,Ståpladser,scar.jpg
28,Superbugs,"SuperBugs (alias Kristensen/Mortensen) er en dansk gruppe bestående af de to garvede, nordjyske musikere - Niels Nørgaard Kristensen og Torben Mortensen. Gruppen startede oprindeligt som et studieprojekt og er nu aktuel med det nye, spændende album: ”Repentant Sinners Make Strong Believers” - udgivet i efteråret 2020.

SuperBugs udfolder et spændende melodisk univers, der bygger på klassisk rock. Sangene er alle indbyrdes meget forskellige, men fælles er, at de sender en lille hilsen til de store guitarhelte - Richie Blackmore, David Gilmour, Jimi Hendrix, Gary Moore, Carlos Santana, m.fl. 

Med sig denne aften har de et hold af de bedste musikere, og de kommer og leverer en unik koncert! 

Superbugs er:

Niels N. Kristensen: Kor, sang, lead guitar, slide

Torben Mortensen: Sang, kor, akk. guitar, keys

Rasmus Visti: Bas

Per Lange: Trommer

Tobias Hyllested: Guitars

Morten Bech Nielsen: Keys  

Giulia Menegatti: Kor, sang

Søren Justesen: Kor, sang, mundharpe",Rock,,Skråen,23/01/2021,20.00,19.00,–,–,175,ja,–,Skraaen sal,unum. Siddepladser,supe.jpg
29,Luftens Helte,"Det bliver en musikalsk oplevelse i absolut særklasse og en fest uden lige, når de 19 musikere vækker de kendte sange fra film som Løvernes Konge, Tarzan, Frozen, Aristocats, Herkules og mange flere til live – live på scenen.

Luftens Helte har spillet koncerter for fulde huse landet over og nu er de klar til at indtage Skråen.

Bandet startede som en sjov idé mellem to studerende på musikvidenskab i Aarhus for fem år siden. Da projektet først var kommet på benene og bandet var samlet, blev det hurtigt populært – først i hjembyen Aarhus og sidenhen spredte rygtet sig til store dele af landet.

I dag består bandet af tre karismatiske forsangere, en energisk rytmegruppe og en sprudlende blæser- og strygersektion. Nu er bandet klar med deres hidtil mest ambitiøse turné, og der er virkelig lagt i ovnen til et ordentligt brag af en koncert.

Luftens Helte er energi, fest og magi kogt ind til en helt særlig koncertoplevelse, du aldrig vil glemme.",Pop,,Skråen,20/02/2021,20.00,19.00,–,–,215,ja,–,Skraaen sal,unum. Siddepladser,luft.jpg
30,Ib Grønbech og Containerkvartetten,"20 år efter et af sine største hits ""Hvorfor må  jeg ikke få Beatles-hår?"" og utallige koncerter på Skråen, kan Ib Grønbech stadig begejstre publikum med sine finurlige og sjove tekster og ikke mindst snakken mellem numrene hvor Ib Grønbech fortæller historier fra egnen og om hvordan sangen er blevet til . Der er også altid plads til mindst en flabet bemærkning til een af musikerne (i bedste nordjyske venskabelige mening selvfølgelig). 


Det er kort sagt både musikalsk, underfundigt, underholdende og morsomt at tilbringe en aften i selskab med Ib Grønbech og Containerkvartetten.
20 år efter et af sine største hits ""Hvorfor må  jeg ikke få Beatles-hår?"" og utallige koncerter på Skråen, kan Ib Grønbech stadig begejstre publikum med sine finurlige og sjove tekster og ikke mindst snakken mellem numrene hvor Ib Grønbech fortæller historier fra egnen og om hvordan sangen er blevet til . Der er også altid plads til mindst en flabet bemærkning til een af musikerne (i bedste nordjyske venskabelige mening selvfølgelig). 


Det er kort sagt både musikalsk, underfundigt, underholdende og morsomt at tilbringe en aften i selskab med Ib Grønbech og Containerkvartetten.
20 år efter et af sine største hits ""Hvorfor må  jeg ikke få Beatles-hår?"" og utallige koncerter på Skråen, kan Ib Grønbech stadig begejstre publikum med sine finurlige og sjove tekster og ikke mindst snakken mellem numrene hvor Ib Grønbech fortæller historier fra egnen og om hvordan sangen er blevet til . Der er også altid plads til mindst en flabet bemærkning til een af musikerne (i bedste nordjyske venskabelige mening selvfølgelig). 


Det er kort sagt både musikalsk, underfundigt, underholdende og morsomt at tilbringe en aften i selskab med Ib Grønbech og Containerkvartetten.",Pop,,Skråen,19/02/2021,20.00,19.00,–,–,225,ja,–,Skraaen sal,unum. Siddepladser,ibgr.jpg
